OBJECTID,DruhNehody,HlavniPricina,Zavineni,Datum,Den,DenNoc,Alkohol,Usmrceno,Tezce,Lehce,StavPovrchu,Pocasi,SpecifikaceMista,DruhVozidla,Smyk,Skoda,X,Y,x,y
1260,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/1/2018,Pondělí,Noc,Ne,0,0,1,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,60000,16.61599368,49.1963041400001,1849683.9554818554,6308235.978302982
1262,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/1/2018,Pondělí,Den,Ne,0,0,2,Mokrý,Mlha,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,250000,16.595330679,49.1935570030001,1847383.760732274,6307768.012419761
1263,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/1/2018,Pondělí,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,20000,16.5701746770001,49.2069636860001,1844583.407399244,6310052.043539348
1264,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/2/2018,Úterý,Den,Ne,0,0,0,Mokrý,Neztížené,Žádné,Nákladní automobil,Ne,10000,16.6061752150001,49.198516425,1848590.9689576873,6308612.85277487
1269,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/2/2018,Úterý,Den,Ne,0,0,1,Mokrý,Neztížené,Žádné,Osobní automobil,Ne,50000,16.676571681,49.2005803580001,1856427.4677064507,6308964.469897534
1270,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/2/2018,Úterý,Den,Ne,0,1,1,Mokrý,Neztížené,Žádné,Osobní automobil,Ne,80000,16.648700408,49.190581781,1853324.8517883287,6307261.222309312
1271,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/2/2018,Úterý,Den,Ne,0,0,0,Mokrý,Neztížené,Žádné,Osobní automobil,Ne,10000,16.6011985430001,49.208052783,1848036.9683648024,6310237.614873186
1272,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/3/2018,Středa,Den,Ne,0,0,0,"Náledí, ujetý sníh - neposypané",Sněžení,Žádné,Osobní automobil,Ano,30000,16.645677678,49.226071602,1852988.3630239235,6313308.4364970885
1276,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/3/2018,Středa,Den,Ne,0,0,1,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.655216684,49.19653515,1854050.2403145186,6308275.331292332
1277,"Srážka s vozidlem zaparkovaným, odstaveným",Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/3/2018,Středa,Den,Pod vlivem alkoholu,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,10000,16.581676681,49.2077837210001,1845863.8046276222,6310191.768995107
1280,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/4/2018,Čtvrtek,Den,Ne,0,0,0,Mokrý,Neztížené,"Most, nadjezd, podjezd, tunel",Osobní automobil,Ne,80000,16.585768677,49.2175352030001,1846319.3235386705,6311853.498013294
1285,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/4/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.592106041,49.1992874900001,1847024.795672121,6308744.211744865
1286,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/4/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,"Náledí, ujetý sníh - neposypané",Neztížené,Žádné,Osobní automobil,Ne,150000,16.628485687,49.198071235,1851074.5593400802,6308537.010944665
1288,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/4/2018,Čtvrtek,Den,Ne,0,0,0,Mokrý,Neztížené,Žádné,Osobní automobil,Ano,40000,16.5822526790001,49.2068986790001,1845927.9244316851,6310040.967120161
1291,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/5/2018,Pátek,Den,Ne,0,0,1,Mokrý,Neztížené,"Most, nadjezd, podjezd, tunel",Osobní automobil,Ne,30000,16.6430206840001,49.211158895,1852692.5878048083,6310766.888025386
1292,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/5/2018,Pátek,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,5000,16.600645678,49.1990022790001,1847975.4237145216,6308695.622835747
1297,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/5/2018,Pátek,Den,Ne,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,2000,16.585331685,49.2120359370001,1846270.677811749,6310916.339649784
1299,Srážka s chodcem,Nezaviněná řidičem,Chodcem,1/6/2018,Sobota,Den,Pod vlivem alkoholu,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Tramvaj,Ne,0,16.6067636880001,49.203829528,1848656.4774723921,6309518.036887236
1304,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/7/2018,Neděle,Den,Ne,0,0,2,"Suchý, neznečištěný",Neztížené,Zastávka MHD,Osobní automobil,Ne,130000,16.597362677,49.211083882,1847609.9617149278,6310754.10561958
1308,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/8/2018,Pondělí,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.6061116170001,49.209912425,1848583.8892607125,6310554.488886643
1310,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/5/2018,Pátek,Den,Nezjišťováno,0,0,0,Mokrý,Neztížené,Žádné,Osobní automobil,Ne,0,16.5580406780001,49.2240755120001,1843232.6568092764,6312968.201657474
1311,Srážka s chodcem,Nezaviněná řidičem,Chodcem,1/8/2018,Pondělí,Den,Pod vlivem alkoholu,0,0,1,"Suchý, neznečištěný",Neztížené,Zastávka MHD,"Nezjištěno, řidič ujel",Ne,0,16.629744676,49.20843876,1851214.7093544754,6310303.382509292
1313,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/9/2018,Úterý,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6563146780001,49.2028264730001,1854172.468447495,6309347.140705507
1314,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/9/2018,Úterý,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.5742476790001,49.214440047,1845036.8119078823,6311326.023643172
1316,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/10/2018,Středa,Den,Ne,0,0,0,Mokrý,Déšť,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,15000,16.59763868,49.223523486,1847640.6862283463,6312874.110892526
1317,"Srážka s vozidlem zaparkovaným, odstaveným",Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/10/2018,Středa,Den,Ne,0,0,0,Mokrý,Déšť,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ano,10000,16.636230685,49.192613948,1851936.7285736375,6307607.372049363
1318,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/10/2018,Středa,Den,Nezjišťováno,0,0,0,Mokrý,Neztížené,Žádné,Osobní automobil,Ne,10000,16.6806586810001,49.2015584120001,1856882.4304653262,6309131.098906271
1320,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/10/2018,Středa,Den,Ne,0,0,0,Mokrý,Slabý déšť,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,150000,16.59343368,49.198372245,1847172.5877695591,6308588.290434398
1323,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/10/2018,Středa,Den,Nezjišťováno,0,0,1,Mokrý,Déšť,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.5799836790001,49.2198563110001,1845675.3405070738,6312249.081326209
1324,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/11/2018,Čtvrtek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Nákladní automobil,Ne,0,16.612126689,49.1938970150001,1849253.4840128338,6307825.930952572
1326,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/11/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.681891685,49.2051295900001,1857019.6878427488,6309739.540997994
1327,Srážka s jedoucím nekolejovým vozidlem,Nesprávné předjíždění,Řidičem motorového vozidla,1/11/2018,Čtvrtek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,30000,16.5904106900001,49.1983132490001,1846836.0700620885,6308578.239963731
1328,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/11/2018,Čtvrtek,Den,Ne,0,0,1,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,50000,16.585932686,49.224287518,1846337.5809370363,6313004.337565788
1329,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/11/2018,Čtvrtek,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,0,16.6278796830001,49.223607492,1851007.0992833858,6312888.4293329045
1330,Srážka s chodcem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/11/2018,Čtvrtek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,15000,16.6436776890001,49.2200503170001,1852765.7252668561,6312282.146349034
1336,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/12/2018,Pátek,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,30000,16.609077681,49.19230093,1848914.0699948485,6307554.053113476
1337,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/10/2018,Středa,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.6316876810001,49.206304651,1851431.003681689,6309939.752492684
1338,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/12/2018,Pátek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.6324956780001,49.194327043,1851520.9494962895,6307899.183616261
1339,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/12/2018,Pátek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6236986870001,49.191274881,1850541.6729376568,6307379.280095829
1341,Srážka s chodcem,Nezaviněná řidičem,Chodcem,1/12/2018,Pátek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,0,16.6036356820001,49.2079037300001,1848308.2694372742,6310212.217477947
1343,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/12/2018,Pátek,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,40000,16.6799166760001,49.214458054,1856799.830846559,6311329.092288286
1344,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/12/2018,Pátek,Noc,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,50000,16.624152678,49.2045015590001,1850592.2109845984,6309632.536567837
1346,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/13/2018,Sobota,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Nákladní automobil,Ne,30000,16.636251682,49.2031274870001,1851939.0659489834,6309398.425807613
1347,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/13/2018,Sobota,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.608040681,49.1925069430001,1848798.631682896,6307589.144967814
1349,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/14/2018,Neděle,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,40000,16.603693687,49.191008868,1848314.7265243346,6307333.969113976
1353,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/15/2018,Pondělí,Den,Ne,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,130000,16.6284566790001,49.2184672400001,1851071.3301842965,6312012.34159276
1354,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/15/2018,Pondělí,Den,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.583781678,49.2074057070001,1846098.1318217842,6310127.359043672
1356,Srážka s pevnou překážkou,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/15/2018,Pondělí,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,0,16.5358336890001,49.2248945520001,1840760.5861017464,6313107.805895775
1357,Srážka s pevnou překážkou,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/15/2018,Pondělí,Den,Pod vlivem alkoholu,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Nákladní automobil,Ne,10000,16.633992688,49.2145230570001,1851687.5958871995,6311340.169719615
1358,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/15/2018,Pondělí,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,30000,16.5619966780001,49.2174021930001,1843673.0367148563,6311830.829860776
1359,Srážka s jedoucím nekolejovým vozidlem,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/16/2018,Úterý,Den,Ne,0,0,0,"Náledí, ujetý sníh - neposypané",Sněžení,Žádné,Osobní automobil,Ne,20000,16.579389679,49.2155001040001,1845609.2167295387,6311506.674113647
1361,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/16/2018,Úterý,Den,Ne,0,0,0,"Náledí, ujetý sníh - neposypané",Sněžení,Přechod pro chodce nebo v jeho blízkosti,Nákladní automobil,Ano,5000,16.5690156790001,49.219771306,1844454.3883320543,6312234.593710713
1362,"Srážka s vozidlem zaparkovaným, odstaveným",Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/16/2018,Úterý,Den,Ne,0,0,0,Rozbředlý sníh,Sněžení,Žádné,Osobní automobil,Ano,60000,16.580849689,49.211332902,1845771.7442992937,6310796.539335009
1364,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/16/2018,Úterý,Den,Ne,0,0,0,Rozbředlý sníh,Sněžení,Žádné,Nákladní automobil,Ano,1000,16.5856566890001,49.229614768,1846306.85709154,6313912.405301787
1367,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/16/2018,Úterý,Noc,Nezjišťováno,0,0,0,"Náledí, ujetý sníh - neposypané",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.5807056840001,49.2130459790001,1845755.713736024,6311088.458315454
1370,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/1/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6005866790001,49.209838828,1847968.855975887,6310541.948086851
1371,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/16/2018,Úterý,Noc,Ne,0,0,0,"Náledí, ujetý sníh - posypané",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,60000,16.6406556860001,49.2083587500001,1852429.3174317193,6310289.749352795
1372,Srážka s pevnou překážkou,Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/17/2018,Středa,Noc,Ne,0,0,0,Rozbředlý sníh,Neztížené,Žádné,Osobní automobil,Ano,30000,16.605507678,49.1904978380001,1848516.659078759,6307246.924160493
1375,Srážka s chodcem,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/17/2018,Středa,Den,Ne,0,0,1,Rozbředlý sníh,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,20000,16.604155706,49.1951307750001,1848366.158244151,6308036.096198984
1376,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/17/2018,Středa,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.5962766850001,49.1927649580001,1847489.069638487,6307633.09494796
1377,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/17/2018,Středa,Den,Ne,0,0,0,Rozbředlý sníh,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Nákladní automobil,Ne,5000,16.626039688,49.2028084720001,1850802.2719769224,6309344.073804482
1379,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/17/2018,Středa,Noc,Nezjišťováno,0,0,0,Rozbředlý sníh,Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6138492640001,49.2015626530001,1849445.24018469,6309131.821443723
1380,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/17/2018,Středa,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6049836820001,49.189968816,1848458.3281108644,6307156.8155340785
1382,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/18/2018,Čtvrtek,Den,Ne,0,0,0,Rozbředlý sníh,Neztížené,Žádné,Nákladní automobil,Ne,0,16.60335106,49.198757883,1848276.5854611616,6308653.987444915
1383,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/18/2018,Čtvrtek,Den,Ne,0,0,0,Mokrý,Neztížené,Žádné,Nákladní automobil,Ne,0,16.594507688,49.2241195130001,1847292.1457932258,6312975.701508415
1384,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/1/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Náledí, ujetý sníh - posypané",Sněžení,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.5866896840001,49.213563009,1846421.8495689323,6311176.565432014
1385,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/18/2018,Čtvrtek,Noc,Nezjišťováno,0,0,0,"Náledí, ujetý sníh - neposypané",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.648627687,49.2095858100001,1853316.7565236408,6310498.834405581
1389,"Srážka s vozidlem zaparkovaným, odstaveným",Nepřiměřená rychlost jízdy,Řidičem motorového vozidla,1/18/2018,Čtvrtek,Den,Pod vlivem alkoholu,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,20000,16.6471806770001,49.1972651880001,1853155.6761072688,6308399.695851208
1392,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/1/2018,Pondělí,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.597020679,49.208808779,1847571.8906717142,6310366.4315018365
1393,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/19/2018,Pátek,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.603020686,49.1919369130001,1848239.808395712,6307492.047521876
1394,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/19/2018,Pátek,Den,Ne,0,0,0,Mokrý,Neztížené,Žádné,Nákladní automobil,Ne,0,16.5681106860001,49.1960631260001,1844353.644972122,6308194.921309263
1395,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/19/2018,Pátek,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.662819681,49.2054926060001,1854896.6020690606,6309801.392577749
1396,Srážka s pevnou překážkou,Nezaviněná řidičem,Závadou komunikace,1/19/2018,Pátek,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,60000,16.6074766850001,49.1973501940001,1848735.8479353688,6308414.177043686
1397,Srážka s jedoucím nekolejovým vozidlem,Nedání přednosti v jizdě,Řidičem motorového vozidla,1/20/2018,Sobota,Den,Ne,0,0,0,Mokrý,Neztížené,"Most, nadjezd, podjezd, tunel",Osobní automobil,Ne,50000,16.5982056890001,49.2263286200001,1847703.8053815027,6313352.246381282
1398,Srážka s chodcem,Nezaviněná řidičem,Chodcem,1/21/2018,Neděle,Noc,Pod vlivem alkoholu,0,0,1,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,15000,16.61302168,49.191630896,1849353.1139552174,6307439.921833714
1399,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/21/2018,Neděle,Den,Ne,0,0,0,Mokrý,Slabý déšť,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,1000,16.604568683,49.1964281530001,1848412.1306335,6308257.104128662
1400,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/21/2018,Neděle,Noc,Nezjišťováno,0,0,0,Mokrý,Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.57310769,49.2159031190001,1844909.9089128897,6311575.355257061
1401,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/21/2018,Neděle,Den,Ne,0,0,0,Mokrý,Neztížené,Žádné,Osobní automobil,Ne,80000,16.618050677,49.222666444,1849912.9393404596,6312728.033375036
1402,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/22/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Náledí, ujetý sníh - posypané",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.595909681,49.1941480290001,1847448.2149400818,6307868.689588879
1404,Srážka s chodcem,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/22/2018,Pondělí,Den,Nezjišťováno,0,0,1,"Suchý, neznečištěný",Neztížené,Zastávka MHD,Osobní automobil,Ne,0,16.626149685,49.200716367,1850814.516786949,6308987.641268344
1405,Srážka s chodcem,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/22/2018,Pondělí,Den,Ne,0,1,0,"Suchý, neznečištěný",Neztížené,Žádné,Nákladní automobil,Ne,0,16.6211326760001,49.199921326,1850256.025899767,6308852.193856168
1406,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/22/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.58904268,49.196955173,1846683.7838854862,6308346.883473738
1407,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/22/2018,Pondělí,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6603746800001,49.19074285,1854624.4258027566,6307288.657524101
1408,Srážka s chodcem,Nezaviněná řidičem,Chodcem,1/23/2018,Úterý,Den,Ne,0,0,1,Mokrý,Neztížené,Zastávka MHD,Nákladní automobil,Ne,0,16.600811677,49.2136420150001,1847993.9026386726,6311190.028930881
1409,Srážka s pevnou překážkou,Nesprávný způsob jízdy,Řidičem motorového vozidla,1/23/2018,Úterý,Den,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,Osobní automobil,Ne,20000,16.6259426830001,49.2008373780001,1850791.4734297197,6309008.257536687
1412,Srážka s chodcem,Nezaviněná řidičem,Chodcem,1/23/2018,Úterý,Noc,Ne,0,0,0,"Suchý, neznečištěný",Neztížené,Přechod pro chodce nebo v jeho blízkosti,Osobní automobil,Ne,5000,16.6123786860001,49.1915258970001,1849281.5361905573,6307422.03680643
1415,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/24/2018,Středa,Den,Ne,0,0,0,Mokrý,Neztížené,Žádné,Nákladní automobil,Ne,0,16.6286896770001,49.227391663,1851097.2674030124,6313533.449304205
1417,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/18/2018,Čtvrtek,Den,Nezjišťováno,0,0,0,"Náledí, ujetý sníh - posypané",Neztížené,Přechod pro chodce nebo v jeho blízkosti,"Nezjištěno, řidič ujel",Ne,0,16.6109816850001,49.202427458,1849126.0227506014,6309279.1592156775
1418,"Srážka s vozidlem zaparkovaným, odstaveným",Nesprávný způsob jízdy,Řidičem motorového vozidla,1/24/2018,Středa,Noc,Nezjišťováno,0,0,0,"Suchý, neznečištěný",Neztížené,Žádné,"Nezjištěno, řidič ujel",Ne,0,16.6238206850001,49.1984392480001,1850555.2536928945,6308599.70498021
